Topic,Count,Name,Representation,Representative_Docs
184,18,184_luminarias_cine_luz_minerales,"['luminarias', 'cine', 'luz', 'minerales', 'iluminar', 'iluminacion', 'calles', 'mineria', 'minas', 'usar']","[' que mas iluminar las calles pero no solamente arreglar las luminarias sino meterle tanta luz que parece que uno camina de dia aunque es de noche muchisima luz ', 'como ejemplos por ejemplo con equipamiento de salas se esta por equipar el cine morelos con este equipamiento se redignifica un espacio historico y se le da una nueva vida un espacio ademas que es la unica alternativa en morelos en cuanto a programacion de cine o espacios itinerantes de cine como compartimiento cinematografico en guanajuato o como el cine movil pantera en mixi foro en hidalgo ', 'y algo muy importante es un diseno arquitectonico que cuida todo el tiempo tener en el centro del cuidado a las ninas y a los ninos con mayor seguridad y una identidad propia esquinas con curvatura en todo el edificio rodapie para permitir vistas a escala infantil ventanas amplias en los salones para mayor iluminacion y luz natural accesos transparentes que favorecen la luz la vigilancia y las fachadas ademas de que con esto se incrementa la seguridad y se reducen los costos de la construccion y el metraje de areas que no eran utilizadas ']"
185,18,185_gracias_muchas_meras_muchisimas,"['gracias', 'muchas', 'meras', 'muchisimas', 'soledad', 'doctor', 'salud', 'nuestros', 'integran', 'hospital']","['y desde luego quisiera agradecer mucho a los que sostienen esta enorme transformacion del sector salud a nuestras medicas a nuestros enfermeros a nuestros promotores a nuestros choferes muchas gracias companeras y companeros ', 'y sin duda alguna y sin de verdad tener alguna objecion indudablemente todos los que integran el sector salud mi reconocimiento y admiracion por todo el trabajo a todos los que integran esta brigada y esta estrategia un aplauso para todos ustedes integrantes de salud muchisimas gracias ', 'antes que nada quiero darle las gracias por lo que le solicite del traslado de esta chica que estuvo muy grave en el hospital de leon la trasladaron al hospital siglo xxi del imss donde esta siendo muy bien atendida ella sigue luchando por su vida y tambien quiero darle las gracias en especial al doctor juan jose flores quien ha dado todas las atenciones en todo momento a esta persona muchas gracias doctora ']"
186,17,186_ganado_aretes_carne_activos,"['ganado', 'aretes', 'carne', 'activos', 'ganaderos', 'ganaderia', 'creci', 'cabezas', 'pollo', 'exportacion']","['por ejemplo en el tema de agricultura o agropecuario particularmente lo que tiene que ver con el tomate y con el ganado y el cruce de ganado de mexico a estados unidos ', 'bueno evidentemente el lunes fue un dia importante para la ganaderia en general pero importante para sonora en lo particular es el primer estado que logra la reapertura de lo que es la exportacion de ganado en pie a los estados unidos se hace esto a traves de la estacion cuarentenaria de agua prieta con destino a douglas fueron 882 cabezas de ganado el dia lunes a partir de ayer martes ya se dio el flujo total de mil 300 cabezas que va a ser un flujo diario ', 'tambien de la los animales los bovinos para poderse mover tienen un arete de identificacion para hacer la trazabilidad tambien habia una situacion muy oscura un mercado negro de venta de aretes que iba directo a sus aretes mal comprados iban a chiapas para facilitar el movimiento de ganado irregular ya el gobierno federal a traves de senasica tiene control de los aretes en chiapas entonces eso va a cerrar este mercado ilegal mercado negro de aretes ']"
187,17,187_guardia_nacional_elementos_fuerzas,"['guardia', 'nacional', 'elementos', 'fuerzas', 'patrullas', 'desplegados', 'armadas', 'institucion', 'ejercito', 'defensa']","['sabemos que ya hay ese programa en muchos vehiculos o patrullas federales de la guardia nacional y me gustaria en ese sentido preguntarle que opina de acelerar o extender el programa ya no solamente a las patrullas o a las unidades sino tambien a los elementos de la guardia nacional y de seguridad tanto de la marina como de la sedena ', 'moderador de conformidad con lo establecido en el articulo 113 del reglamento de la ley de la guardia nacional se hara entrega de condecoraciones menciones honorificas y distinciones a elementos de la guardia nacional que se destacaron por su heroismo capacidad profesional servicios a la patria y hechos meritorios ', 'yo quiero para finalizar dirigirme a ustedes los que forman parte de estas instituciones a las y los policias municipales a las y los policias estatales a la guardia nacional a todos los elementos de la guardia nacional de las fuerzas armadas ']"
188,17,188_traicionar_nunca_robamos_mentimos,"['traicionar', 'nunca', 'robamos', 'mentimos', 'pueblo', 'principios', 'traicionamos', 'nosotros', 'traicionado', 'robar']","['y el compromiso que hacemos con ustedes es que nosotros no mentimos no robamos y nunca vamos a traicionar al pueblo de guerrero ni al pueblo de mexico ', 'y nosotros no olvidamos nunca nuestros principios nosotros no mentimos no robamos y nunca vamos a traicionar al pueblo de hidalgo ni al pueblo de mexico ', 'nosotros no mentimos no robamos y nunca vamos a traicionar al pueblo de mexico ']"
189,17,189_inversion_mil_millones_2025,"['inversion', 'mil', 'millones', '2025', 'dolares', 'creditos', 'directa', 'extranjera', 'oriente', 'ahorros']","['la confianza internacional en mexico se reflejo en los flujos de inversion extranjera directa durante 2024 se captaron 36 mil 872 millones de dolares lo que represento un incremento de 2 3 por ciento respecto al ano anterior y constituyo un nuevo nivel record ', 'como resultado de esta vision compartida hoy queremos anunciar que en el 2025 realizaremos la mayor inversion anual en la historia de mercado libre en mexico 3 mil 400 millones de dolares que se ejecutaran senora presidenta tan solo en este ano 2025 y esta inversion esta destinada a fortalecer nuestro ecosistema tecnologico logistico y financiero asi como la generacion de nuevos empleos a lo largo de este ano ', 'segundo trimestre de cada ano de inversion extranjera directa 2025 historica la inversion extranjera directa en mexico ni los aranceles pudieron con la economia mexicana son 34 mil 265 millones de dolares 2025 superan los 31 mil 96 del 2024 que ya habia sido record y es practicamente mas del doble del 2017 ']"
190,17,190_buenos_dias_todas_todos,"['buenos', 'dias', 'todas', 'todos', 'buen', 'hola', 'casas', 'dia', 'lugares', 'pregunta']","['buenos dias a todos a todas ', 'buenos dias a todas y a todos ', 'buenos dias a todos y a todas ']"
191,17,191_delfina_alvarez_gomez_gobernadora,"['delfina', 'alvarez', 'gomez', 'gobernadora', 'maestra', 'constitucional', 'estado', 'mensaje', 'procedemos', 'acompanan']","['por supuesto a la maestra delfina gomez alvarez gobernadora constitucional del estado de mexico ', 'la gobernadora constitucional del estado de mexico delfina gomez alvarez ', 'maestra delfina gomez alvarez gobernadora constitucional del estado de mexico ']"
192,17,192_buenos_heineken_bonaclocha_oriol,"['buenos', 'heineken', 'bonaclocha', 'oriol', 'dias', 'buenas', 'tardes', 'pardo', 'ceo', 'sheinbaum']","['presidenta de mexico claudia sheinbaum pardo buenos dias a todos a todas ', 'presidenta de mexico claudia sheinbaum pardo muy buenos dias a todos a todas ', 'presidenta de mexico claudia sheinbaum pardo muy buenos dias a todas y a todos ']"
193,17,193_guanajuato_aguascalientes_estuvimos_queretaro,"['guanajuato', 'aguascalientes', 'estuvimos', 'queretaro', 'corriendo', 'viernes', 'recepcion', 'zacatecas', 'aclarar', 'celaya']","['estuvimos el viernes en guanajuato en aguascalientes y en zacatecas ', 'bueno este viernes vamos a guanajuato al ratito terminamos y nos vamos corriendo a guanajuato bueno no corriendo verdad en avion a guanajuato vamos a aguascalientes y a zacatecas hoy ', 'el dia de manana por ejemplo viene la gobernadora de guanajuato al gabinete de seguridad es de otro partido politico pero eso no quiere decir que no nos coordinemos para la seguridad de los habitantes de guanajuato y es necesario de hecho ya estan en celaya en leon hay una estrategia desde antes y cuando llegamos la reforzamos en particular en celaya y en leon guanajuato en salamanca tambien entonces trabajando ahi viene la gobernadora y vamos a hay que entrar pues a pacificar y a poner orden en guanajuato ']"
194,17,194_flores_contralinea_buenos_nancy,"['flores', 'contralinea', 'buenos', 'nancy', 'centinela', 'dias', 'revista', 'ramon', 'informa', 'joanna']","['pregunta gracias presidenta buenos dias nancy flores de la revista contralinea buenos dias a todas y a todos ', 'pregunta gracias presidenta buenos dias buenos dias a todas y a todos nancy flores de la revista contralinea ', 'pregunta gracias presidenta buenos dias nancy flores de la revista contralinea buenos dias a todas y a todos ']"
195,17,195_torres_rosas_carlos_coordinador,"['torres', 'rosas', 'carlos', 'coordinador', 'programas', 'bienestar', 'general', 'cancerologia', 'integrales', 'operado']","['el coordinador general de programas para el bienestar carlos torres rosas ', 'el coordinador general de programas para el bienestar carlos torres rosas ', 'el coordinador general de programas para el bienestar carlos torres rosas ']"
196,17,196_alimentacion_autosuficiencia_alimentaria_albores,"['alimentacion', 'autosuficiencia', 'alimentaria', 'albores', 'luisa', 'gonzalez', 'maria', 'alimentos', 'contribuye', 'consumimos']","['titular de alimentacion para el bienestar maria luisa albores gonzalez gracias con su permiso presidenta ', 'titular de alimentacion para el bienestar maria luisa albores gonzalez muchas gracias ', 'titular de alimentacion para el bienestar maria luisa albores gonzalez si ']"
197,17,197_pregunta_otro_tema_puedo,"['pregunta', 'otro', 'tema', 'puedo', 'pasando', 'leanle', 'ponle', 'primerita', 'pt', 'respecta']","['pregunta pasando a otro tema ', 'pregunta y con el tema de ', ' pero ponle la pregunta la primera pregunta la primerita grafica es que no viene la pregunta ahi a ver leanle la pregunta que dice exactamente es que en la otra lamina en la primera ahi viene tal cual que preguntaron ']"
198,16,198_cadetes_militar_colegio_heroico,"['cadetes', 'militar', 'colegio', 'heroico', 'desfile', 'salva', 'heroica', 'heroes', 'chapultepec', 'fusileria']","['y siempre hay que pensar ayer que veiamos a jovencitos porque son a los 18 anos entran en este caso ayer a la heroica escuela naval militar pero cuando entran los cadetes del colegio militar o a la guardia nacional o a la propia secretaria de seguridad la decision que toma una persona un joven al ser parte de la marina del ejercito de la secretaria de policias es la entrega personal para salvaguardar la vida de los demas y eso es un acto heroico ', 'moderadora a continuacion una compania de cadetes del heroico colegio militar realizara una salva de fusileria para honrar la memoria de los ninos heroes que ofrendaron su vida en defensa de la patria ', 'moderador normalmente una salva de fusileria es ejecutada por una compania de cadetes pero en esta ocasion fue realizada con precision y marcialidad por todo el cuerpo de cadetes del heroico colegio militar integrado por 24 companias de jovenes cadetes para honrar el legado de patriotismo y valentia de los heroes de 1847 y 1914 ']"
199,16,199_israel_palestina_vallarta_gaza,"['israel', 'palestina', 'vallarta', 'gaza', 'genocidio', 'aldave', 'libano', 'hamas', 'israeli', 'desproporcionada']","['pregunta presidenta buenos dias israel aldave de grupo formula ', 'nada mas su reaccion el dia de ayer el presidente donald trump llamo al cese de ataques entre israel e iran celebro este acuerdo que se habia propuesto y despues presuntamente israel denuncio que habian sido atacados ', 'y luego en relacion a palestina muy importante mexico ademas se sumo a una peticion que hizo chile a la corte penal internacional porque el tema es que israel en este o sea es verdad que hamas ataco a israel el 7 de octubre pero tambien es verdad que la respuesta de israel ha sido desproporcionada y no solamente desproporcionada sino que ha afectado a miles de civiles y ya no solamente en gaza en palestina en su conjunto y ahora esta pasando a libano entonces realmente hay una enorme preocupacion ']"
